border,arm,draw,gas_sigma,co2_sigma,mean_spread,separated_pct,hours
FR-CH,mnp,49,1.459019,0.692542,-18.370543,41.319444,288
NL-BE,mnp,49,1.459019,0.692542,-0.180232,9.375000,288
AT-CH,mnp,49,1.459019,0.692542,7.975379,22.916667,288
AT-CZ,mnp,49,1.459019,0.692542,-6.699217,23.611111,288
CZ-PL,mnp,49,1.459019,0.692542,-4.206286,29.861111,288
DE_LU-FR,mnp,50,0.022777,0.131268,24.654274,71.875000,288
DE_LU-PL,mnp,50,0.022777,0.131268,-9.054558,43.750000,288
DE_LU-CZ,mnp,50,0.022777,0.131268,-4.739864,26.388889,288
DE_LU-NL,mnp,50,0.022777,0.131268,3.438930,14.583333,288
DE_LU-BE,mnp,50,0.022777,0.131268,3.067358,14.583333,288
DE_LU-AT,mnp,50,0.022777,0.131268,3.147339,13.541667,288
DE_LU-CH,mnp,50,0.022777,0.131268,9.065869,27.777778,288
FR-BE,mnp,50,0.022777,0.131268,-21.586916,65.625000,288
FR-CH,mnp,50,0.022777,0.131268,-15.588405,46.527778,288
NL-BE,mnp,50,0.022777,0.131268,-0.371573,10.416667,288
AT-CH,mnp,50,0.022777,0.131268,5.918529,22.916667,288
AT-CZ,mnp,50,0.022777,0.131268,-7.887204,33.333333,288
CZ-PL,mnp,50,0.022777,0.131268,-4.314694,32.986111,288
DE_LU-FR,mnp,51,1.334060,1.687591,31.877111,70.138889,288
DE_LU-PL,mnp,51,1.334060,1.687591,-8.825642,38.888889,288
DE_LU-CZ,mnp,51,1.334060,1.687591,-4.163098,21.180556,288
DE_LU-NL,mnp,51,1.334060,1.687591,3.944898,14.236111,288
DE_LU-BE,mnp,51,1.334060,1.687591,3.843764,12.847222,288
DE_LU-AT,mnp,51,1.334060,1.687591,3.309951,11.458333,288
DE_LU-CH,mnp,51,1.334060,1.687591,11.719413,27.430556,288
FR-BE,mnp,51,1.334060,1.687591,-28.033347,63.888889,288
FR-CH,mnp,51,1.334060,1.687591,-20.157699,44.791667,288
NL-BE,mnp,51,1.334060,1.687591,-0.101133,9.722222,288
AT-CH,mnp,51,1.334060,1.687591,8.409462,22.569444,288
AT-CZ,mnp,51,1.334060,1.687591,-7.473049,25.347222,288
CZ-PL,mnp,51,1.334060,1.687591,-4.662543,29.166667,288
DE_LU-FR,mnp,52,-0.479891,0.459232,24.447188,72.569444,288
DE_LU-PL,mnp,52,-0.479891,0.459232,-10.885153,51.041667,288
DE_LU-CZ,mnp,52,-0.479891,0.459232,-5.718348,28.819444,288
DE_LU-NL,mnp,52,-0.479891,0.459232,3.567101,14.930556,288
DE_LU-BE,mnp,52,-0.479891,0.459232,3.101311,15.277778,288
DE_LU-AT,mnp,52,-0.479891,0.459232,3.507040,13.541667,288
DE_LU-CH,mnp,52,-0.479891,0.459232,8.990186,28.125000,288
FR-BE,mnp,52,-0.479891,0.459232,-21.345877,65.972222,288
FR-CH,mnp,52,-0.479891,0.459232,-15.457002,47.222222,288
NL-BE,mnp,52,-0.479891,0.459232,-0.465790,11.111111,288
AT-CH,mnp,52,-0.479891,0.459232,5.483146,22.569444,288
AT-CZ,mnp,52,-0.479891,0.459232,-9.225388,37.152778,288
CZ-PL,mnp,52,-0.479891,0.459232,-5.166805,36.805556,288
DE_LU-FR,mnp,53,-0.201312,0.690235,25.625824,72.569444,288
DE_LU-PL,mnp,53,-0.201312,0.690235,-10.395239,48.611111,288
DE_LU-CZ,mnp,53,-0.201312,0.690235,-5.411519,27.083333,288
DE_LU-NL,mnp,53,-0.201312,0.690235,3.669914,14.583333,288
DE_LU-BE,mnp,53,-0.201312,0.690235,3.276836,14.583333,288
DE_LU-AT,mnp,53,-0.201312,0.690235,3.471956,13.541667,288
DE_LU-CH,mnp,53,-0.201312,0.690235,9.408150,28.125000,288
FR-BE,mnp,53,-0.201312,0.690235,-22.348988,66.319444,288
FR-CH,mnp,53,-0.201312,0.690235,-16.217674,47.222222,288
NL-BE,mnp,53,-0.201312,0.690235,-0.393078,11.111111,288
AT-CH,mnp,53,-0.201312,0.690235,5.936194,22.569444,288
AT-CZ,mnp,53,-0.201312,0.690235,-8.883475,35.069444,288
CZ-PL,mnp,53,-0.201312,0.690235,-4.983720,37.500000,288
DE_LU-FR,mnp,54,-0.206654,-0.474738,22.496165,72.222222,288
DE_LU-PL,mnp,54,-0.206654,-0.474738,-8.791163,44.097222,288
DE_LU-CZ,mnp,54,-0.206654,-0.474738,-4.680714,26.041667,288
DE_LU-NL,mnp,54,-0.206654,-0.474738,3.236865,14.930556,288
DE_LU-BE,mnp,54,-0.206654,-0.474738,2.778346,14.236111,288
DE_LU-AT,mnp,54,-0.206654,-0.474738,3.017194,13.541667,288
DE_LU-CH,mnp,54,-0.206654,-0.474738,8.299338,27.777778,288
FR-BE,mnp,54,-0.206654,-0.474738,-19.717819,65.972222,288
FR-CH,mnp,54,-0.206654,-0.474738,-14.196826,46.875000,288
NL-BE,mnp,54,-0.206654,-0.474738,-0.458519,11.111111,288
AT-CH,mnp,54,-0.206654,-0.474738,5.282144,22.916667,288
AT-CZ,mnp,54,-0.206654,-0.474738,-7.697908,32.986111,288
CZ-PL,mnp,54,-0.206654,-0.474738,-4.110450,32.638889,288
DE_LU-FR,mnp,55,0.656936,-1.405683,22.055411,68.402778,288
DE_LU-PL,mnp,55,0.656936,-1.405683,-6.760493,39.930556,288
DE_LU-CZ,mnp,55,0.656936,-1.405683,-3.285520,20.833333,288
DE_LU-NL,mnp,55,0.656936,-1.405683,2.769218,13.194444,288
DE_LU-BE,mnp,55,0.656936,-1.405683,2.341062,12.847222,288
DE_LU-AT,mnp,55,0.656936,-1.405683,2.475570,11.458333,288
DE_LU-CH,mnp,55,0.656936,-1.405683,8.386562,27.430556,288
FR-BE,mnp,55,0.656936,-1.405683,-19.714349,62.847222,288
FR-CH,mnp,55,0.656936,-1.405683,-13.668848,43.055556,288
NL-BE,mnp,55,0.656936,-1.405683,-0.428156,9.722222,288
AT-CH,mnp,55,0.656936,-1.405683,5.910992,22.569444,288
AT-CZ,mnp,55,0.656936,-1.405683,-5.761090,24.652778,288
CZ-PL,mnp,55,0.656936,-1.405683,-3.474973,28.819444,288
DE_LU-FR,mnp,56,0.102862,-1.652424,20.113032,70.833333,288
DE_LU-PL,mnp,56,0.102862,-1.652424,-7.103282,39.930556,288
DE_LU-CZ,mnp,56,0.102862,-1.652424,-3.599253,22.916667,288
DE_LU-NL,mnp,56,0.102862,-1.652424,2.794541,12.500000,288
DE_LU-BE,mnp,56,0.102862,-1.652424,2.328020,12.500000,288
DE_LU-AT,mnp,56,0.102862,-1.652424,2.464158,11.111111,288
DE_LU-CH,mnp,56,0.102862,-1.652424,7.548580,27.083333,288
FR-BE,mnp,56,0.102862,-1.652424,-17.785012,64.583333,288
FR-CH,mnp,56,0.102862,-1.652424,-12.564452,45.486111,288
NL-BE,mnp,56,0.102862,-1.652424,-0.466521,9.722222,288
AT-CH,mnp,56,0.102862,-1.652424,5.084422,22.569444,288
AT-CZ,mnp,56,0.102862,-1.652424,-6.063411,27.777778,288
CZ-PL,mnp,56,0.102862,-1.652424,-3.504029,30.555556,288
DE_LU-FR,mnp,57,-0.935771,-0.427069,21.206274,72.569444,288
DE_LU-PL,mnp,57,-0.935771,-0.427069,-10.747582,54.166667,288
DE_LU-CZ,mnp,57,-0.935771,-0.427069,-5.734008,30.555556,288
DE_LU-NL,mnp,57,-0.935771,-0.427069,3.439426,14.236111,288
DE_LU-BE,mnp,57,-0.935771,-0.427069,2.753499,15.625000,288
DE_LU-AT,mnp,57,-0.935771,-0.427069,3.348156,13.541667,288
DE_LU-CH,mnp,57,-0.935771,-0.427069,7.778323,28.125000,288
FR-BE,mnp,57,-0.935771,-0.427069,-18.452776,65.972222,288
FR-CH,mnp,57,-0.935771,-0.427069,-13.427952,47.222222,288
NL-BE,mnp,57,-0.935771,-0.427069,-0.685927,12.152778,288
AT-CH,mnp,57,-0.935771,-0.427069,4.430167,22.916667,288
AT-CZ,mnp,57,-0.935771,-0.427069,-9.082163,38.888889,288
CZ-PL,mnp,57,-0.935771,-0.427069,-5.013575,39.236111,288
DE_LU-FR,mnp,58,-0.684515,-0.987008,20.129537,72.916667,288
DE_LU-PL,mnp,58,-0.684515,-0.987008,-9.245798,50.000000,288
DE_LU-CZ,mnp,58,-0.684515,-0.987008,-5.013615,28.819444,288
DE_LU-NL,mnp,58,-0.684515,-0.987008,3.238086,14.583333,288
DE_LU-BE,mnp,58,-0.684515,-0.987008,2.590063,14.930556,288
DE_LU-AT,mnp,58,-0.684515,-0.987008,3.000514,13.541667,288
DE_LU-CH,mnp,58,-0.684515,-0.987008,7.393276,28.125000,288
FR-BE,mnp,58,-0.684515,-0.987008,-17.539474,66.319444,288
FR-CH,mnp,58,-0.684515,-0.987008,-12.736261,47.569444,288
NL-BE,mnp,58,-0.684515,-0.987008,-0.648024,11.111111,288
AT-CH,mnp,58,-0.684515,-0.987008,4.392762,22.569444,288
AT-CZ,mnp,58,-0.684515,-0.987008,-8.014128,36.805556,288
CZ-PL,mnp,58,-0.684515,-0.987008,-4.232183,36.458333,288
DE_LU-FR,mnp,59,-0.549305,0.367226,24.062967,72.569444,288
DE_LU-PL,mnp,59,-0.549305,0.367226,-10.936388,51.388889,288
DE_LU-CZ,mnp,59,-0.549305,0.367226,-5.766800,28.819444,288
DE_LU-NL,mnp,59,-0.549305,0.367226,3.544402,14.930556,288
DE_LU-BE,mnp,59,-0.549305,0.367226,3.052620,15.277778,288
DE_LU-AT,mnp,59,-0.549305,0.367226,3.499702,13.541667,288
DE_LU-CH,mnp,59,-0.549305,0.367226,8.852367,28.125000,288
FR-BE,mnp,59,-0.549305,0.367226,-21.010347,65.972222,288
FR-CH,mnp,59,-0.549305,0.367226,-15.210600,47.222222,288
NL-BE,mnp,59,-0.549305,0.367226,-0.491782,11.111111,288
AT-CH,mnp,59,-0.549305,0.367226,5.352665,22.569444,288
AT-CZ,mnp,59,-0.549305,0.367226,-9.266502,37.152778,288
CZ-PL,mnp,59,-0.549305,0.367226,-5.169588,37.152778,288
DE_LU-FR,mnp,60,-0.619270,0.740180,25.015140,72.569444,288
DE_LU-PL,mnp,60,-0.619270,0.740180,-11.706523,54.166667,288
DE_LU-CZ,mnp,60,-0.619270,0.740180,-6.111407,30.208333,288
DE_LU-NL,mnp,60,-0.619270,0.740180,3.668089,14.583333,288
DE_LU-BE,mnp,60,-0.619270,0.740180,3.194968,15.625000,288
DE_LU-AT,mnp,60,-0.619270,0.740180,3.692286,13.541667,288
DE_LU-CH,mnp,60,-0.619270,0.740180,9.192553,28.125000,288
FR-BE,mnp,60,-0.619270,0.740180,-21.820172,65.972222,288
FR-CH,mnp,60,-0.619270,0.740180,-15.822587,47.222222,288
NL-BE,mnp,60,-0.619270,0.740180,-0.473121,11.805556,288
AT-CH,mnp,60,-0.619270,0.740180,5.500267,22.569444,288
AT-CZ,mnp,60,-0.619270,0.740180,-9.803692,38.541667,288
CZ-PL,mnp,60,-0.619270,0.740180,-5.595116,39.236111,288
DE_LU-FR,mnp,61,-0.379534,1.170664,26.684948,72.569444,288
DE_LU-PL,mnp,61,-0.379534,1.170664,-11.646290,51.736111,288
DE_LU-CZ,mnp,61,-0.379534,1.170664,-6.035456,28.819444,288
DE_LU-NL,mnp,61,-0.379534,1.170664,3.815504,14.583333,288
DE_LU-BE,mnp,61,-0.379534,1.170664,3.429061,15.625000,288
DE_LU-AT,mnp,61,-0.379534,1.170664,3.764557,13.541667,288
DE_LU-CH,mnp,61,-0.379534,1.170664,9.784192,28.125000,288
FR-BE,mnp,61,-0.379534,1.170664,-23.255887,66.319444,288
FR-CH,mnp,61,-0.379534,1.170664,-16.900756,47.222222,288
NL-BE,mnp,61,-0.379534,1.170664,-0.386443,11.805556,288
AT-CH,mnp,61,-0.379534,1.170664,6.019635,22.569444,288
AT-CZ,mnp,61,-0.379534,1.170664,-9.800013,37.152778,288
CZ-PL,mnp,61,-0.379534,1.170664,-5.610834,37.500000,288
DE_LU-FR,mnp,62,1.765113,-0.386586,27.041582,66.666667,288
DE_LU-PL,mnp,62,1.765113,-0.386586,-6.759166,36.805556,288
DE_LU-CZ,mnp,62,1.765113,-0.386586,-2.997737,21.527778,288
DE_LU-NL,mnp,62,1.765113,-0.386586,2.870838,14.583333,288
DE_LU-BE,mnp,62,1.765113,-0.386586,2.604141,13.888889,288
DE_LU-AT,mnp,62,1.765113,-0.386586,2.885201,12.500000,288
DE_LU-CH,mnp,62,1.765113,-0.386586,10.721840,27.777778,288
FR-BE,mnp,62,1.765113,-0.386586,-24.437441,61.805556,288
FR-CH,mnp,62,1.765113,-0.386586,-16.319742,41.319444,288
NL-BE,mnp,62,1.765113,-0.386586,-0.266697,9.375000,288
AT-CH,mnp,62,1.765113,-0.386586,7.836640,23.263889,288
AT-CZ,mnp,62,1.765113,-0.386586,-5.882938,21.180556,288
CZ-PL,mnp,62,1.765113,-0.386586,-3.761429,29.166667,288
DE_LU-FR,mnp,63,0.221338,0.147888,25.144016,71.180556,288
DE_LU-PL,mnp,63,0.221338,0.147888,-8.700385,40.972222,288
DE_LU-CZ,mnp,63,0.221338,0.147888,-4.482607,25.347222,288
DE_LU-NL,mnp,63,0.221338,0.147888,3.410415,14.583333,288
DE_LU-BE,mnp,63,0.221338,0.147888,3.079694,13.541667,288
DE_LU-AT,mnp,63,0.221338,0.147888,3.070160,12.847222,288
DE_LU-CH,mnp,63,0.221338,0.147888,9.272275,27.777778,288
FR-BE,mnp,63,0.221338,0.147888,-22.064322,64.930556,288
FR-CH,mnp,63,0.221338,0.147888,-15.871741,45.833333,288
NL-BE,mnp,63,0.221338,0.147888,-0.330721,10.069444,288
AT-CH,mnp,63,0.221338,0.147888,6.202115,22.569444,288
AT-CZ,mnp,63,0.221338,0.147888,-7.552766,32.291667,288
CZ-PL,mnp,63,0.221338,0.147888,-4.217779,30.902778,288
DE_LU-FR,mnp,64,-1.176453,-1.301087,18.535346,72.916667,288
DE_LU-PL,mnp,64,-1.176453,-1.301087,-10.085856,54.513889,288
DE_LU-CZ,mnp,64,-1.176453,-1.301087,-5.518307,30.902778,288
DE_LU-NL,mnp,64,-1.176453,-1.301087,3.301512,14.583333,288
DE_LU-BE,mnp,64,-1.176453,-1.301087,2.449125,15.972222,288
DE_LU-AT,mnp,64,-1.176453,-1.301087,3.136150,13.541667,288
DE_LU-CH,mnp,64,-1.176453,-1.301087,6.802988,28.125000,288
FR-BE,mnp,64,-1.176453,-1.301087,-16.086221,66.319444,288
FR-CH,mnp,64,-1.176453,-1.301087,-11.732358,47.222222,288
NL-BE,mnp,64,-1.176453,-1.301087,-0.852387,12.152778,288
AT-CH,mnp,64,-1.176453,-1.301087,3.666838,22.916667,288
AT-CZ,mnp,64,-1.176453,-1.301087,-8.654458,39.583333,288
CZ-PL,mnp,64,-1.176453,-1.301087,-4.567549,38.888889,288
DE_LU-FR,mnp,65,-1.073413,-0.395793,21.104114,72.569444,288
DE_LU-PL,mnp,65,-1.073413,-0.395793,-11.196728,56.250000,288
DE_LU-CZ,mnp,65,-1.073413,-0.395793,-5.938802,31.250000,288
DE_LU-NL,mnp,65,-1.073413,-0.395793,3.469116,14.930556,288
DE_LU-BE,mnp,65,-1.073413,-0.395793,2.734589,15.972222,288
DE_LU-AT,mnp,65,-1.073413,-0.395793,3.468241,13.541667,288
DE_LU-CH,mnp,65,-1.073413,-0.395793,7.759103,28.125000,288
FR-BE,mnp,65,-1.073413,-0.395793,-18.369525,65.972222,288
FR-CH,mnp,65,-1.073413,-0.395793,-13.345010,46.875000,288
NL-BE,mnp,65,-1.073413,-0.395793,-0.734527,12.500000,288
AT-CH,mnp,65,-1.073413,-0.395793,4.290862,22.916667,288
AT-CZ,mnp,65,-1.073413,-0.395793,-9.407043,39.930556,288
CZ-PL,mnp,65,-1.073413,-0.395793,-5.257926,40.972222,288
DE_LU-FR,mnp,66,0.710821,-0.130352,25.613673,70.486111,288
DE_LU-PL,mnp,66,0.710821,-0.130352,-7.778284,39.930556,288
DE_LU-CZ,mnp,66,0.710821,-0.130352,-3.795382,21.875000,288
DE_LU-NL,mnp,66,0.710821,-0.130352,3.294643,13.888889,288
DE_LU-BE,mnp,66,0.710821,-0.130352,3.011296,12.847222,288
DE_LU-AT,mnp,66,0.710821,-0.130352,2.819977,11.458333,288
DE_LU-CH,mnp,66,0.710821,-0.130352,9.503822,27.430556,288
FR-BE,mnp,66,0.710821,-0.130352,-22.602377,64.236111,288
FR-CH,mnp,66,0.710821,-0.130352,-16.109852,45.138889,288
NL-BE,mnp,66,0.710821,-0.130352,-0.283346,10.069444,288
AT-CH,mnp,66,0.710821,-0.130352,6.683844,22.569444,288
AT-CZ,mnp,66,0.710821,-0.130352,-6.615360,26.041667,288
CZ-PL,mnp,66,0.710821,-0.130352,-3.982902,29.861111,288
DE_LU-FR,mnp,67,0.158731,-0.540829,23.146631,71.180556,288
DE_LU-PL,mnp,67,0.158731,-0.540829,-8.090725,37.847222,288
DE_LU-CZ,mnp,67,0.158731,-0.540829,-4.165625,24.652778,288
DE_LU-NL,mnp,67,0.158731,-0.540829,3.149944,14.583333,288
DE_LU-BE,mnp,67,0.158731,-0.540829,2.770863,13.541667,288
DE_LU-AT,mnp,67,0.158731,-0.540829,2.841043,12.847222,288
DE_LU-CH,mnp,67,0.158731,-0.540829,8.578433,27.777778,288
FR-BE,mnp,67,0.158731,-0.540829,-20.375769,64.930556,288
FR-CH,mnp,67,0.158731,-0.540829,-14.568199,45.833333,288
NL-BE,mnp,67,0.158731,-0.540829,-0.379081,10.416667,288
AT-CH,mnp,67,0.158731,-0.540829,5.737390,22.569444,288
AT-CZ,mnp,67,0.158731,-0.540829,-7.006668,31.250000,288
CZ-PL,mnp,67,0.158731,-0.540829,-3.925100,28.472222,288
DE_LU-FR,mnp,68,1.743400,-0.645626,26.294290,66.666667,288
DE_LU-PL,mnp,68,1.743400,-0.645626,-6.560362,36.805556,288
DE_LU-CZ,mnp,68,1.743400,-0.645626,-2.915146,21.527778,288
DE_LU-NL,mnp,68,1.743400,-0.645626,2.754569,13.541667,288
DE_LU-BE,mnp,68,1.743400,-0.645626,2.458863,13.888889,288
DE_LU-AT,mnp,68,1.743400,-0.645626,2.825693,12.500000,288
DE_LU-CH,mnp,68,1.743400,-0.645626,10.502455,27.777778,288
FR-BE,mnp,68,1.743400,-0.645626,-23.835428,61.805556,288
FR-CH,mnp,68,1.743400,-0.645626,-15.791835,41.319444,288
NL-BE,mnp,68,1.743400,-0.645626,-0.295706,9.375000,288
AT-CH,mnp,68,1.743400,-0.645626,7.676762,23.263889,288
AT-CZ,mnp,68,1.743400,-0.645626,-5.740839,21.180556,288
CZ-PL,mnp,68,1.743400,-0.645626,-3.645216,29.166667,288
DE_LU-FR,mnp,69,-0.869565,-2.062660,17.076285,73.263889,288
DE_LU-PL,mnp,69,-0.869565,-2.062660,-8.117020,48.611111,288
DE_LU-CZ,mnp,69,-0.869565,-2.062660,-4.551893,28.819444,288
DE_LU-NL,mnp,69,-0.869565,-2.062660,3.010668,14.583333,288
DE_LU-BE,mnp,69,-0.869565,-2.062660,2.204951,14.930556,288
DE_LU-AT,mnp,69,-0.869565,-2.062660,2.705910,13.888889,288
DE_LU-CH,mnp,69,-0.869565,-2.062660,6.264807,28.125000,288
FR-BE,mnp,69,-0.869565,-2.062660,-14.871334,66.666667,288
FR-CH,mnp,69,-0.869565,-2.062660,-10.811478,47.569444,288
NL-BE,mnp,69,-0.869565,-2.062660,-0.805718,11.111111,288
AT-CH,mnp,69,-0.869565,-2.062660,3.558897,22.916667,288
AT-CZ,mnp,69,-0.869565,-2.062660,-7.257804,36.458333,288
CZ-PL,mnp,69,-0.869565,-2.062660,-3.565127,35.069444,288
DE_LU-FR,mnp,70,-0.411622,1.072182,26.334459,72.569444,288
DE_LU-PL,mnp,70,-0.411622,1.072182,-11.596822,51.736111,288
DE_LU-CZ,mnp,70,-0.411622,1.072182,-6.024600,28.819444,288
DE_LU-NL,mnp,70,-0.411622,1.072182,3.775221,14.583333,288
DE_LU-BE,mnp,70,-0.411622,1.072182,3.374528,15.625000,288
DE_LU-AT,mnp,70,-0.411622,1.072182,3.736203,13.541667,288
DE_LU-CH,mnp,70,-0.411622,1.072182,9.664204,28.125000,288
FR-BE,mnp,70,-0.411622,1.072182,-22.959931,66.319444,288
FR-CH,mnp,70,-0.411622,1.072182,-16.670255,47.222222,288
NL-BE,mnp,70,-0.411622,1.072182,-0.400693,11.805556,288
AT-CH,mnp,70,-0.411622,1.072182,5.928001,22.569444,288
AT-CZ,mnp,70,-0.411622,1.072182,-9.760803,37.152778,288
CZ-PL,mnp,70,-0.411622,1.072182,-5.572222,37.500000,288
DE_LU-FR,mnp,71,0.845476,-0.161735,25.803633,70.138889,288
DE_LU-PL,mnp,71,0.845476,-0.161735,-7.625838,38.888889,288
DE_LU-CZ,mnp,71,0.845476,-0.161735,-3.683583,20.833333,288
DE_LU-NL,mnp,71,0.845476,-0.161735,3.254405,14.583333,288
DE_LU-BE,mnp,71,0.845476,-0.161735,2.960680,13.194444,288
DE_LU-AT,mnp,71,0.845476,-0.161735,2.795470,11.458333,288
DE_LU-CH,mnp,71,0.845476,-0.161735,9.618912,27.430556,288
FR-BE,mnp,71,0.845476,-0.161735,-22.842953,63.888889,288
FR-CH,mnp,71,0.845476,-0.161735,-16.184721,44.791667,288
NL-BE,mnp,71,0.845476,-0.161735,-0.293725,9.722222,288
AT-CH,mnp,71,0.845476,-0.161735,6.823442,22.569444,288
AT-CZ,mnp,71,0.845476,-0.161735,-6.479053,25.000000,288
CZ-PL,mnp,71,0.845476,-0.161735,-3.942256,28.819444,288
DE_LU-FR,mnp,72,0.886412,-0.474531,25.017672,69.097222,288
DE_LU-PL,mnp,72,0.886412,-0.474531,-7.330413,38.541667,288
DE_LU-CZ,mnp,72,0.886412,-0.474531,-3.515621,21.180556,288
DE_LU-NL,mnp,72,0.886412,-0.474531,3.095332,14.583333,288
DE_LU-BE,mnp,72,0.886412,-0.474531,2.768614,13.194444,288
DE_LU-AT,mnp,72,0.886412,-0.474531,2.697837,11.111111,288
DE_LU-CH,mnp,72,0.886412,-0.474531,9.376660,27.430556,288
FR-BE,mnp,72,0.886412,-0.474531,-22.249058,63.541667,288
FR-CH,mnp,72,0.886412,-0.474531,-15.641012,43.750000,288
NL-BE,mnp,72,0.886412,-0.474531,-0.326717,9.722222,288
AT-CH,mnp,72,0.886412,-0.474531,6.678823,22.569444,288
AT-CZ,mnp,72,0.886412,-0.474531,-6.213458,24.652778,288
CZ-PL,mnp,72,0.886412,-0.474531,-3.814793,28.125000,288
DE_LU-FR,mnp,73,0.831909,0.472075,27.540299,70.486111,288
DE_LU-PL,mnp,73,0.831909,0.472075,-8.174493,40.277778,288
DE_LU-CZ,mnp,73,0.831909,0.472075,-3.974252,21.875000,288
DE_LU-NL,mnp,73,0.831909,0.472075,3.524062,13.888889,288
DE_LU-BE,mnp,73,0.831909,0.472075,3.298983,12.847222,288
DE_LU-AT,mnp,73,0.831909,0.472075,2.997628,11.458333,288
DE_LU-CH,mnp,73,0.831909,0.472075,10.172267,27.430556,288
FR-BE,mnp,73,0.831909,0.472075,-24.241316,64.236111,288
FR-CH,mnp,73,0.831909,0.472075,-17.368032,45.138889,288
NL-BE,mnp,73,0.831909,0.472075,-0.225080,10.069444,288
AT-CH,mnp,73,0.831909,0.472075,7.174638,22.569444,288
AT-CZ,mnp,73,0.831909,0.472075,-6.971881,26.041667,288
CZ-PL,mnp,73,0.831909,0.472075,-4.200240,30.208333,288
DE_LU-FR,mnp,74,-0.505272,0.400716,24.231185,72.569444,288
DE_LU-PL,mnp,74,-0.505272,0.400716,-10.865521,50.694444,288
DE_LU-CZ,mnp,74,-0.505272,0.400716,-5.714774,28.472222,288
DE_LU-NL,mnp,74,-0.505272,0.400716,3.551846,14.930556,288
DE_LU-BE,mnp,74,-0.505272,0.400716,3.075491,15.277778,288
DE_LU-AT,mnp,74,-0.505272,0.400716,3.492229,13.541667,288
DE_LU-CH,mnp,74,-0.505272,0.400716,8.912214,28.125000,288
FR-BE,mnp,74,-0.505272,0.400716,-21.155695,65.972222,288
FR-CH,mnp,74,-0.505272,0.400716,-15.318971,47.222222,288
NL-BE,mnp,74,-0.505272,0.400716,-0.476355,11.111111,288
AT-CH,mnp,74,-0.505272,0.400716,5.419985,22.569444,288
AT-CZ,mnp,74,-0.505272,0.400716,-9.207003,36.805556,288
CZ-PL,mnp,74,-0.505272,0.400716,-5.150747,36.805556,288
DE_LU-FR,mnp,75,0.268495,-1.395969,21.202760,70.486111,288
DE_LU-PL,mnp,75,0.268495,-1.395969,-7.134395,40.972222,288
DE_LU-CZ,mnp,75,0.268495,-1.395969,-3.547261,22.569444,288
DE_LU-NL,mnp,75,0.268495,-1.395969,2.873295,12.500000,288
DE_LU-BE,mnp,75,0.268495,-1.395969,2.451672,12.500000,288
DE_LU-AT,mnp,75,0.268495,-1.395969,2.507342,11.458333,288
DE_LU-CH,mnp,75,0.268495,-1.395969,7.953898,27.430556,288
FR-BE,mnp,75,0.268495,-1.395969,-18.751087,64.236111,288
FR-CH,mnp,75,0.268495,-1.395969,-13.248861,45.138889,288
NL-BE,mnp,75,0.268495,-1.395969,-0.421623,9.722222,288
AT-CH,mnp,75,0.268495,-1.395969,5.446557,22.569444,288
AT-CZ,mnp,75,0.268495,-1.395969,-6.054603,27.083333,288
CZ-PL,mnp,75,0.268495,-1.395969,-3.587134,30.902778,288
DE_LU-FR,mnp,76,0.518162,0.850921,27.798035,70.833333,288
DE_LU-PL,mnp,76,0.518162,0.850921,-8.958319,39.583333,288
DE_LU-CZ,mnp,76,0.518162,0.850921,-4.482055,24.305556,288
DE_LU-NL,mnp,76,0.518162,0.850921,3.646180,14.930556,288
DE_LU-BE,mnp,76,0.518162,0.850921,3.425005,13.541667,288
DE_LU-AT,mnp,76,0.518162,0.850921,3.213960,12.152778,288
DE_LU-CH,mnp,76,0.518162,0.850921,10.201408,27.430556,288
FR-BE,mnp,76,0.518162,0.850921,-24.373030,64.583333,288
FR-CH,mnp,76,0.518162,0.850921,-17.596627,45.486111,288
NL-BE,mnp,76,0.518162,0.850921,-0.221175,10.763889,288
AT-CH,mnp,76,0.518162,0.850921,6.987447,22.569444,288
AT-CZ,mnp,76,0.518162,0.850921,-7.696016,30.208333,288
CZ-PL,mnp,76,0.518162,0.850921,-4.476263,29.861111,288
DE_LU-FR,mnp,77,0.622872,-1.814944,20.902432,68.055556,288
DE_LU-PL,mnp,77,0.622872,-1.814944,-6.475914,39.583333,288
DE_LU-CZ,mnp,77,0.622872,-1.814944,-3.131939,20.486111,288
DE_LU-NL,mnp,77,0.622872,-1.814944,2.598358,12.847222,288
DE_LU-BE,mnp,77,0.622872,-1.814944,2.128978,12.847222,288
DE_LU-AT,mnp,77,0.622872,-1.814944,2.383825,11.111111,288
DE_LU-CH,mnp,77,0.622872,-1.814944,8.028013,27.083333,288
FR-BE,mnp,77,0.622872,-1.814944,-18.773454,62.500000,288
FR-CH,mnp,77,0.622872,-1.814944,-12.874419,42.708333,288
NL-BE,mnp,77,0.622872,-1.814944,-0.469380,9.722222,288
AT-CH,mnp,77,0.622872,-1.814944,5.644188,22.569444,288
AT-CZ,mnp,77,0.622872,-1.814944,-5.515764,23.958333,288
CZ-PL,mnp,77,0.622872,-1.814944,-3.343975,31.597222,288
DE_LU-FR,mnp,78,0.700726,0.009768,25.984168,70.486111,288
DE_LU-PL,mnp,78,0.700726,0.009768,-7.902764,40.625000,288
DE_LU-CZ,mnp,78,0.700726,0.009768,-3.864038,21.875000,288
DE_LU-NL,mnp,78,0.700726,0.009768,3.354214,13.888889,288
