border,arm,draw,gas_sigma,co2_sigma,mean_spread,separated_pct,hours
DE_LU-AT,ntc,28,-1.502852,-0.664543,4.265331,15.277778,288
DE_LU-CH,ntc,28,-1.502852,-0.664543,4.420779,25.000000,288
FR-BE,ntc,28,-1.502852,-0.664543,-7.325275,46.875000,288
FR-CH,ntc,28,-1.502852,-0.664543,-10.031854,43.055556,288
NL-BE,ntc,28,-1.502852,-0.664543,2.212537,26.041667,288
AT-CH,ntc,28,-1.502852,-0.664543,0.155448,21.875000,288
AT-CZ,ntc,28,-1.502852,-0.664543,-9.545439,44.097222,288
CZ-PL,ntc,28,-1.502852,-0.664543,-7.741364,55.208333,288
DE_LU-FR,ntc,29,-0.041075,0.404953,17.446657,60.069444,288
DE_LU-PL,ntc,29,-0.041075,0.404953,-9.865070,53.819444,288
DE_LU-CZ,ntc,29,-0.041075,0.404953,-3.395635,29.861111,288
DE_LU-NL,ntc,29,-0.041075,0.404953,4.361191,21.180556,288
DE_LU-BE,ntc,29,-0.041075,0.404953,7.253185,31.250000,288
DE_LU-AT,ntc,29,-0.041075,0.404953,3.798168,14.583333,288
DE_LU-CH,ntc,29,-0.041075,0.404953,5.047502,23.958333,288
FR-BE,ntc,29,-0.041075,0.404953,-10.193472,43.055556,288
FR-CH,ntc,29,-0.041075,0.404953,-12.399156,37.847222,288
NL-BE,ntc,29,-0.041075,0.404953,2.891994,23.611111,288
AT-CH,ntc,29,-0.041075,0.404953,1.249334,21.180556,288
AT-CZ,ntc,29,-0.041075,0.404953,-7.193803,39.930556,288
CZ-PL,ntc,29,-0.041075,0.404953,-6.469435,47.222222,288
DE_LU-FR,ntc,30,-2.420971,-1.215444,12.287431,67.708333,288
DE_LU-PL,ntc,30,-2.420971,-1.215444,-16.553100,76.041667,288
DE_LU-CZ,ntc,30,-2.420971,-1.215444,-6.870954,38.888889,288
DE_LU-NL,ntc,30,-2.420971,-1.215444,5.018130,27.083333,288
DE_LU-BE,ntc,30,-2.420971,-1.215444,6.872274,38.194444,288
DE_LU-AT,ntc,30,-2.420971,-1.215444,4.373780,14.930556,288
DE_LU-CH,ntc,30,-2.420971,-1.215444,4.198778,25.694444,288
FR-BE,ntc,30,-2.420971,-1.215444,-5.415157,41.666667,288
FR-CH,ntc,30,-2.420971,-1.215444,-8.088653,43.750000,288
NL-BE,ntc,30,-2.420971,-1.215444,1.854144,26.736111,288
AT-CH,ntc,30,-2.420971,-1.215444,-0.175002,21.875000,288
AT-CZ,ntc,30,-2.420971,-1.215444,-11.244735,48.611111,288
CZ-PL,ntc,30,-2.420971,-1.215444,-9.682145,57.291667,288
DE_LU-FR,ntc,31,-1.136930,-0.693633,14.537650,64.583333,288
DE_LU-PL,ntc,31,-1.136930,-0.693633,-11.621875,66.319444,288
DE_LU-CZ,ntc,31,-1.136930,-0.693633,-4.567144,35.763889,288
DE_LU-NL,ntc,31,-1.136930,-0.693633,4.591990,22.569444,288
DE_LU-BE,ntc,31,-1.136930,-0.693633,6.922084,34.027778,288
DE_LU-AT,ntc,31,-1.136930,-0.693633,4.150427,14.930556,288
DE_LU-CH,ntc,31,-1.136930,-0.693633,4.459097,24.652778,288
FR-BE,ntc,31,-1.136930,-0.693633,-7.615566,46.527778,288
FR-CH,ntc,31,-1.136930,-0.693633,-10.078553,42.361111,288
NL-BE,ntc,31,-1.136930,-0.693633,2.330094,25.347222,288
AT-CH,ntc,31,-1.136930,-0.693633,0.308670,21.875000,288
AT-CZ,ntc,31,-1.136930,-0.693633,-8.717571,45.486111,288
CZ-PL,ntc,31,-1.136930,-0.693633,-7.054732,54.513889,288
DE_LU-FR,ntc,32,-1.005003,-0.270930,15.405436,64.583333,288
DE_LU-PL,ntc,32,-1.005003,-0.270930,-11.889394,65.625000,288
DE_LU-CZ,ntc,32,-1.005003,-0.270930,-4.675915,35.763889,288
DE_LU-NL,ntc,32,-1.005003,-0.270930,4.675074,22.222222,288
DE_LU-BE,ntc,32,-1.005003,-0.270930,7.210024,34.375000,288
DE_LU-AT,ntc,32,-1.005003,-0.270930,4.205067,14.930556,288
DE_LU-CH,ntc,32,-1.005003,-0.270930,4.699114,24.652778,288
FR-BE,ntc,32,-1.005003,-0.270930,-8.195412,46.527778,288
FR-CH,ntc,32,-1.005003,-0.270930,-10.706322,42.361111,288
NL-BE,ntc,32,-1.005003,-0.270930,2.534950,25.694444,288
AT-CH,ntc,32,-1.005003,-0.270930,0.494047,21.875000,288
AT-CZ,ntc,32,-1.005003,-0.270930,-8.880982,45.486111,288
CZ-PL,ntc,32,-1.005003,-0.270930,-7.213480,53.472222,288
DE_LU-FR,ntc,33,1.275404,1.810060,22.188068,53.472222,288
DE_LU-PL,ntc,33,1.275404,1.810060,-9.028832,44.097222,288
DE_LU-CZ,ntc,33,1.275404,1.810060,-2.122105,28.125000,288
DE_LU-NL,ntc,33,1.275404,1.810060,4.765449,18.402778,288
DE_LU-BE,ntc,33,1.275404,1.810060,8.213762,26.388889,288
DE_LU-AT,ntc,33,1.275404,1.810060,3.742807,12.500000,288
DE_LU-CH,ntc,33,1.275404,1.810060,6.216391,22.916667,288
FR-BE,ntc,33,1.275404,1.810060,-13.974306,38.888889,288
FR-CH,ntc,33,1.275404,1.810060,-15.971677,32.291667,288
NL-BE,ntc,33,1.275404,1.810060,3.448313,19.791667,288
AT-CH,ntc,33,1.275404,1.810060,2.473584,18.750000,288
AT-CZ,ntc,33,1.275404,1.810060,-5.864912,33.333333,288
CZ-PL,ntc,33,1.275404,1.810060,-6.906727,37.847222,288
DE_LU-FR,ntc,34,0.781727,0.758113,19.388776,54.513889,288
DE_LU-PL,ntc,34,0.781727,0.758113,-8.481273,45.486111,288
DE_LU-CZ,ntc,34,0.781727,0.758113,-2.152281,27.430556,288
DE_LU-NL,ntc,34,0.781727,0.758113,4.312193,17.013889,288
DE_LU-BE,ntc,34,0.781727,0.758113,7.407905,26.736111,288
DE_LU-AT,ntc,34,0.781727,0.758113,3.563684,11.805556,288
DE_LU-CH,ntc,34,0.781727,0.758113,5.417598,22.569444,288
FR-BE,ntc,34,0.781727,0.758113,-11.980872,38.888889,288
FR-CH,ntc,34,0.781727,0.758113,-13.971178,33.333333,288
NL-BE,ntc,34,0.781727,0.758113,3.095711,21.875000,288
AT-CH,ntc,34,0.781727,0.758113,1.853914,19.097222,288
AT-CZ,ntc,34,0.781727,0.758113,-5.715965,33.680556,288
CZ-PL,ntc,34,0.781727,0.758113,-6.328992,40.277778,288
DE_LU-FR,ntc,35,-0.089200,2.308047,21.442247,63.541667,288
DE_LU-PL,ntc,35,-0.089200,2.308047,-13.215837,60.763889,288
DE_LU-CZ,ntc,35,-0.089200,2.308047,-4.964045,33.333333,288
DE_LU-NL,ntc,35,-0.089200,2.308047,5.411932,23.263889,288
DE_LU-BE,ntc,35,-0.089200,2.308047,9.112541,34.722222,288
DE_LU-AT,ntc,35,-0.089200,2.308047,4.627826,15.277778,288
DE_LU-CH,ntc,35,-0.089200,2.308047,6.356933,24.652778,288
FR-BE,ntc,35,-0.089200,2.308047,-12.329706,45.138889,288
FR-CH,ntc,35,-0.089200,2.308047,-15.085314,40.972222,288
NL-BE,ntc,35,-0.089200,2.308047,3.700608,25.347222,288
AT-CH,ntc,35,-0.089200,2.308047,1.729107,21.527778,288
AT-CZ,ntc,35,-0.089200,2.308047,-9.591871,43.402778,288
CZ-PL,ntc,35,-0.089200,2.308047,-8.251792,51.388889,288
DE_LU-FR,ntc,36,-0.744382,-1.086713,13.797890,62.847222,288
DE_LU-PL,ntc,36,-0.744382,-1.086713,-9.656887,60.763889,288
DE_LU-CZ,ntc,36,-0.744382,-1.086713,-3.532124,32.986111,288
DE_LU-NL,ntc,36,-0.744382,-1.086713,4.075437,21.875000,288
DE_LU-BE,ntc,36,-0.744382,-1.086713,6.293847,33.333333,288
DE_LU-AT,ntc,36,-0.744382,-1.086713,3.705136,15.277778,288
DE_LU-CH,ntc,36,-0.744382,-1.086713,4.081763,24.652778,288
FR-BE,ntc,36,-0.744382,-1.086713,-7.504043,45.138889,288
FR-CH,ntc,36,-0.744382,-1.086713,-9.716127,40.277778,288
NL-BE,ntc,36,-0.744382,-1.086713,2.218410,24.652778,288
AT-CH,ntc,36,-0.744382,-1.086713,0.376627,21.527778,288
AT-CZ,ntc,36,-0.744382,-1.086713,-7.237260,43.055556,288
CZ-PL,ntc,36,-0.744382,-1.086713,-6.124763,51.388889,288
DE_LU-FR,ntc,37,0.987486,-0.067784,18.068756,51.736111,288
DE_LU-PL,ntc,37,0.987486,-0.067784,-7.520476,43.750000,288
DE_LU-CZ,ntc,37,0.987486,-0.067784,-1.287532,26.041667,288
DE_LU-NL,ntc,37,0.987486,-0.067784,3.913434,19.097222,288
DE_LU-BE,ntc,37,0.987486,-0.067784,6.618632,26.736111,288
DE_LU-AT,ntc,37,0.987486,-0.067784,3.319443,11.805556,288
DE_LU-CH,ntc,37,0.987486,-0.067784,4.998625,22.569444,288
FR-BE,ntc,37,0.987486,-0.067784,-11.450124,37.847222,288
FR-CH,ntc,37,0.987486,-0.067784,-13.070131,30.902778,288
NL-BE,ntc,37,0.987486,-0.067784,2.705197,19.791667,288
AT-CH,ntc,37,0.987486,-0.067784,1.679183,18.402778,288
AT-CZ,ntc,37,0.987486,-0.067784,-4.606975,30.902778,288
CZ-PL,ntc,37,0.987486,-0.067784,-6.232944,37.500000,288
DE_LU-FR,ntc,38,-0.121814,0.557868,17.673031,61.805556,288
DE_LU-PL,ntc,38,-0.121814,0.557868,-10.360502,55.555556,288
DE_LU-CZ,ntc,38,-0.121814,0.557868,-3.648958,31.597222,288
DE_LU-NL,ntc,38,-0.121814,0.557868,4.486543,20.833333,288
DE_LU-BE,ntc,38,-0.121814,0.557868,7.442264,32.638889,288
DE_LU-AT,ntc,38,-0.121814,0.557868,3.912782,15.277778,288
DE_LU-CH,ntc,38,-0.121814,0.557868,5.156058,24.652778,288
FR-BE,ntc,38,-0.121814,0.557868,-10.230767,43.750000,288
FR-CH,ntc,38,-0.121814,0.557868,-12.516973,38.888889,288
NL-BE,ntc,38,-0.121814,0.557868,2.955722,24.305556,288
AT-CH,ntc,38,-0.121814,0.557868,1.243276,21.527778,288
AT-CZ,ntc,38,-0.121814,0.557868,-7.561740,41.666667,288
CZ-PL,ntc,38,-0.121814,0.557868,-6.711544,47.916667,288
DE_LU-FR,ntc,39,-0.297779,-0.250337,15.787033,61.458333,288
DE_LU-PL,ntc,39,-0.297779,-0.250337,-9.639071,55.208333,288
DE_LU-CZ,ntc,39,-0.297779,-0.250337,-3.366433,31.250000,288
DE_LU-NL,ntc,39,-0.297779,-0.250337,4.143789,20.833333,288
DE_LU-BE,ntc,39,-0.297779,-0.250337,6.749027,32.638889,288
DE_LU-AT,ntc,39,-0.297779,-0.250337,3.719566,14.930556,288
DE_LU-CH,ntc,39,-0.297779,-0.250337,4.603353,24.652778,288
FR-BE,ntc,39,-0.297779,-0.250337,-9.038006,43.402778,288
FR-CH,ntc,39,-0.297779,-0.250337,-11.183680,38.541667,288
NL-BE,ntc,39,-0.297779,-0.250337,2.605238,24.305556,288
AT-CH,ntc,39,-0.297779,-0.250337,0.883786,21.527778,288
AT-CZ,ntc,39,-0.297779,-0.250337,-7.086000,40.972222,288
CZ-PL,ntc,39,-0.297779,-0.250337,-6.272638,47.222222,288
DE_LU-FR,ntc,40,0.580996,0.974336,19.495379,56.944444,288
DE_LU-PL,ntc,40,0.580996,0.974336,-9.077225,45.486111,288
DE_LU-CZ,ntc,40,0.580996,0.974336,-2.691355,29.861111,288
DE_LU-NL,ntc,40,0.580996,0.974336,4.412618,19.097222,288
DE_LU-BE,ntc,40,0.580996,0.974336,7.614575,27.777778,288
DE_LU-AT,ntc,40,0.580996,0.974336,3.694810,12.500000,288
DE_LU-CH,ntc,40,0.580996,0.974336,5.518252,23.263889,288
FR-BE,ntc,40,0.580996,0.974336,-11.880803,40.972222,288
FR-CH,ntc,40,0.580996,0.974336,-13.977127,35.069444,288
NL-BE,ntc,40,0.580996,0.974336,3.201958,22.569444,288
AT-CH,ntc,40,0.580996,0.974336,1.823442,19.444444,288
AT-CZ,ntc,40,0.580996,0.974336,-6.386165,37.152778,288
CZ-PL,ntc,40,0.580996,0.974336,-6.385870,39.930556,288
DE_LU-FR,ntc,41,-0.158012,-0.715770,15.030810,58.680556,288
DE_LU-PL,ntc,41,-0.158012,-0.715770,-8.537957,49.652778,288
DE_LU-CZ,ntc,41,-0.158012,-0.715770,-2.799752,30.902778,288
DE_LU-NL,ntc,41,-0.158012,-0.715770,3.811559,19.791667,288
DE_LU-BE,ntc,41,-0.158012,-0.715770,6.274807,29.513889,288
DE_LU-AT,ntc,41,-0.158012,-0.715770,3.494082,13.541667,288
DE_LU-CH,ntc,41,-0.158012,-0.715770,4.314809,23.958333,288
FR-BE,ntc,41,-0.158012,-0.715770,-8.756004,42.361111,288
FR-CH,ntc,41,-0.158012,-0.715770,-10.716001,36.111111,288
NL-BE,ntc,41,-0.158012,-0.715770,2.463248,22.916667,288
AT-CH,ntc,41,-0.158012,-0.715770,0.820727,19.791667,288
AT-CZ,ntc,41,-0.158012,-0.715770,-6.293834,39.236111,288
CZ-PL,ntc,41,-0.158012,-0.715770,-5.738205,44.097222,288
DE_LU-FR,ntc,42,-1.443540,-1.096104,13.590591,65.625000,288
DE_LU-PL,ntc,42,-1.443540,-1.096104,-12.051032,68.750000,288
DE_LU-CZ,ntc,42,-1.443540,-1.096104,-4.880251,36.111111,288
DE_LU-NL,ntc,42,-1.443540,-1.096104,4.671223,23.958333,288
DE_LU-BE,ntc,42,-1.443540,-1.096104,6.708421,34.722222,288
DE_LU-AT,ntc,42,-1.443540,-1.096104,4.132080,15.277778,288
DE_LU-CH,ntc,42,-1.443540,-1.096104,4.156537,25.000000,288
FR-BE,ntc,42,-1.443540,-1.096104,-6.882170,46.875000,288
FR-CH,ntc,42,-1.443540,-1.096104,-9.434054,43.055556,288
NL-BE,ntc,42,-1.443540,-1.096104,2.037198,25.694444,288
AT-CH,ntc,42,-1.443540,-1.096104,0.024456,21.875000,288
AT-CZ,ntc,42,-1.443540,-1.096104,-9.012331,45.138889,288
CZ-PL,ntc,42,-1.443540,-1.096104,-7.170781,55.902778,288
DE_LU-FR,ntc,43,-0.236189,0.314682,17.033298,61.458333,288
DE_LU-PL,ntc,43,-0.236189,0.314682,-10.324374,54.861111,288
DE_LU-CZ,ntc,43,-0.236189,0.314682,-3.673895,31.250000,288
DE_LU-NL,ntc,43,-0.236189,0.314682,4.415159,21.180556,288
DE_LU-BE,ntc,43,-0.236189,0.314682,7.263136,33.333333,288
DE_LU-AT,ntc,43,-0.236189,0.314682,3.903906,15.277778,288
DE_LU-CH,ntc,43,-0.236189,0.314682,5.005062,24.652778,288
FR-BE,ntc,43,-0.236189,0.314682,-9.770162,43.750000,288
FR-CH,ntc,43,-0.236189,0.314682,-12.028236,38.888889,288
NL-BE,ntc,43,-0.236189,0.314682,2.847977,25.000000,288
AT-CH,ntc,43,-0.236189,0.314682,1.101156,21.527778,288
AT-CZ,ntc,43,-0.236189,0.314682,-7.577802,41.319444,288
CZ-PL,ntc,43,-0.236189,0.314682,-6.650479,47.222222,288
DE_LU-FR,ntc,44,0.086571,0.184545,17.198757,58.680556,288
DE_LU-PL,ntc,44,0.086571,0.184545,-9.138214,50.347222,288
DE_LU-CZ,ntc,44,0.086571,0.184545,-3.010702,30.902778,288
DE_LU-NL,ntc,44,0.086571,0.184545,4.196693,20.486111,288
DE_LU-BE,ntc,44,0.086571,0.184545,7.012199,29.513889,288
DE_LU-AT,ntc,44,0.086571,0.184545,3.664708,13.194444,288
DE_LU-CH,ntc,44,0.086571,0.184545,4.927534,23.958333,288
FR-BE,ntc,44,0.086571,0.184545,-10.186557,42.361111,288
FR-CH,ntc,44,0.086571,0.184545,-12.271222,36.458333,288
NL-BE,ntc,44,0.086571,0.184545,2.815507,23.263889,288
AT-CH,ntc,44,0.086571,0.184545,1.262827,19.444444,288
AT-CZ,ntc,44,0.086571,0.184545,-6.675409,38.888889,288
CZ-PL,ntc,44,0.086571,0.184545,-6.127512,44.791667,288
DE_LU-FR,ntc,45,0.494676,0.221072,17.899194,56.597222,288
DE_LU-PL,ntc,45,0.494676,0.221072,-8.338183,45.138889,288
DE_LU-CZ,ntc,45,0.494676,0.221072,-2.255214,28.819444,288
DE_LU-NL,ntc,45,0.494676,0.221072,4.103993,17.708333,288
DE_LU-BE,ntc,45,0.494676,0.221072,7.014204,27.430556,288
DE_LU-AT,ntc,45,0.494676,0.221072,3.499181,11.805556,288
DE_LU-CH,ntc,45,0.494676,0.221072,5.009962,22.569444,288
FR-BE,ntc,45,0.494676,0.221072,-10.884990,40.972222,288
FR-CH,ntc,45,0.494676,0.221072,-12.889232,35.069444,288
NL-BE,ntc,45,0.494676,0.221072,2.910210,22.222222,288
AT-CH,ntc,45,0.494676,0.221072,1.510782,19.444444,288
AT-CZ,ntc,45,0.494676,0.221072,-5.754395,36.111111,288
CZ-PL,ntc,45,0.494676,0.221072,-6.082969,40.625000,288
DE_LU-FR,ntc,46,-0.022110,0.393309,17.451116,59.722222,288
DE_LU-PL,ntc,46,-0.022110,0.393309,-9.789048,53.125000,288
DE_LU-CZ,ntc,46,-0.022110,0.393309,-3.353700,30.208333,288
DE_LU-NL,ntc,46,-0.022110,0.393309,4.343610,21.180556,288
DE_LU-BE,ntc,46,-0.022110,0.393309,7.233470,31.250000,288
DE_LU-AT,ntc,46,-0.022110,0.393309,3.782383,13.888889,288
DE_LU-CH,ntc,46,-0.022110,0.393309,5.045069,24.305556,288
FR-BE,ntc,46,-0.022110,0.393309,-10.217646,42.708333,288
FR-CH,ntc,46,-0.022110,0.393309,-12.406047,37.500000,288
NL-BE,ntc,46,-0.022110,0.393309,2.889860,23.611111,288
AT-CH,ntc,46,-0.022110,0.393309,1.262686,20.486111,288
AT-CZ,ntc,46,-0.022110,0.393309,-7.136083,39.236111,288
CZ-PL,ntc,46,-0.022110,0.393309,-6.435348,46.875000,288
DE_LU-FR,ntc,47,-0.330310,-0.796405,14.652109,59.722222,288
DE_LU-PL,ntc,47,-0.330310,-0.796405,-8.912235,53.125000,288
DE_LU-CZ,ntc,47,-0.330310,-0.796405,-3.035262,30.555556,288
DE_LU-NL,ntc,47,-0.330310,-0.796405,3.866999,20.486111,288
DE_LU-BE,ntc,47,-0.330310,-0.796405,6.254748,31.250000,288
DE_LU-AT,ntc,47,-0.330310,-0.796405,3.534615,13.541667,288
DE_LU-CH,ntc,47,-0.330310,-0.796405,4.234744,24.305556,288
FR-BE,ntc,47,-0.330310,-0.796405,-8.397360,42.708333,288
FR-CH,ntc,47,-0.330310,-0.796405,-10.417365,37.500000,288
NL-BE,ntc,47,-0.330310,-0.796405,2.387749,23.611111,288
AT-CH,ntc,47,-0.330310,-0.796405,0.700128,20.486111,288
AT-CZ,ntc,47,-0.330310,-0.796405,-6.569877,39.236111,288
CZ-PL,ntc,47,-0.330310,-0.796405,-5.876973,46.180556,288
DE_LU-FR,ntc,48,0.456290,0.616913,18.587097,57.291667,288
DE_LU-PL,ntc,48,0.456290,0.616913,-8.876381,45.833333,288
DE_LU-CZ,ntc,48,0.456290,0.616913,-2.666856,30.555556,288
DE_LU-NL,ntc,48,0.456290,0.616913,4.276363,19.097222,288
DE_LU-BE,ntc,48,0.456290,0.616913,7.328090,27.777778,288
DE_LU-AT,ntc,48,0.456290,0.616913,3.632451,12.500000,288
DE_LU-CH,ntc,48,0.456290,0.616913,5.259988,23.611111,288
FR-BE,ntc,48,0.456290,0.616913,-11.259007,41.319444,288
FR-CH,ntc,48,0.456290,0.616913,-13.327108,35.069444,288
NL-BE,ntc,48,0.456290,0.616913,3.051727,22.569444,288
AT-CH,ntc,48,0.456290,0.616913,1.627537,19.444444,288
AT-CZ,ntc,48,0.456290,0.616913,-6.299307,37.847222,288
CZ-PL,ntc,48,0.456290,0.616913,-6.209525,40.625000,288
DE_LU-FR,ntc,49,1.459019,0.692542,20.264057,50.000000,288
DE_LU-PL,ntc,49,1.459019,0.692542,-7.844812,42.361111,288
DE_LU-CZ,ntc,49,1.459019,0.692542,-1.157468,25.694444,288
DE_LU-NL,ntc,49,1.459019,0.692542,4.167528,19.097222,288
DE_LU-BE,ntc,49,1.459019,0.692542,7.183845,27.083333,288
DE_LU-AT,ntc,49,1.459019,0.692542,3.451300,11.111111,288
DE_LU-CH,ntc,49,1.459019,0.692542,5.620592,20.833333,288
FR-BE,ntc,49,1.459019,0.692542,-13.080211,37.152778,288
FR-CH,ntc,49,1.459019,0.692542,-14.643464,30.902778,288
NL-BE,ntc,49,1.459019,0.692542,3.016317,19.444444,288
AT-CH,ntc,49,1.459019,0.692542,2.169292,18.402778,288
AT-CZ,ntc,49,1.459019,0.692542,-4.608768,28.819444,288
CZ-PL,ntc,49,1.459019,0.692542,-6.687344,37.847222,288
DE_LU-FR,ntc,50,0.022777,0.131268,17.002919,59.027778,288
DE_LU-PL,ntc,50,0.022777,0.131268,-9.237957,50.000000,288
DE_LU-CZ,ntc,50,0.022777,0.131268,-3.081808,30.208333,288
DE_LU-NL,ntc,50,0.022777,0.131268,4.195929,20.486111,288
DE_LU-BE,ntc,50,0.022777,0.131268,6.984717,29.861111,288
DE_LU-AT,ntc,50,0.022777,0.131268,3.676946,13.888889,288
DE_LU-CH,ntc,50,0.022777,0.131268,4.881892,23.958333,288
FR-BE,ntc,50,0.022777,0.131268,-10.018201,42.361111,288
FR-CH,ntc,50,0.022777,0.131268,-12.121027,36.805556,288
NL-BE,ntc,50,0.022777,0.131268,2.788789,23.263889,288
AT-CH,ntc,50,0.022777,0.131268,1.204945,20.138889,288
AT-CZ,ntc,50,0.022777,0.131268,-6.758754,39.236111,288
CZ-PL,ntc,50,0.022777,0.131268,-6.156149,44.444444,288
DE_LU-FR,ntc,51,1.334060,1.687591,22.036516,52.777778,288
DE_LU-PL,ntc,51,1.334060,1.687591,-8.854550,43.402778,288
DE_LU-CZ,ntc,51,1.334060,1.687591,-1.930626,26.736111,288
DE_LU-NL,ntc,51,1.334060,1.687591,4.714927,18.750000,288
DE_LU-BE,ntc,51,1.334060,1.687591,8.112717,26.388889,288
DE_LU-AT,ntc,51,1.334060,1.687591,3.697096,12.152778,288
DE_LU-CH,ntc,51,1.334060,1.687591,6.159328,22.916667,288
FR-BE,ntc,51,1.334060,1.687591,-13.923799,38.194444,288
FR-CH,ntc,51,1.334060,1.687591,-15.877188,31.597222,288
NL-BE,ntc,51,1.334060,1.687591,3.397790,19.444444,288
AT-CH,ntc,51,1.334060,1.687591,2.462232,18.402778,288
AT-CZ,ntc,51,1.334060,1.687591,-5.627722,31.597222,288
CZ-PL,ntc,51,1.334060,1.687591,-6.923924,37.500000,288
DE_LU-FR,ntc,52,-0.479891,0.459232,17.106427,62.500000,288
DE_LU-PL,ntc,52,-0.479891,0.459232,-11.425387,60.416667,288
DE_LU-CZ,ntc,52,-0.479891,0.459232,-4.294004,33.680556,288
DE_LU-NL,ntc,52,-0.479891,0.459232,4.578577,21.527778,288
DE_LU-BE,ntc,52,-0.479891,0.459232,7.495290,33.333333,288
DE_LU-AT,ntc,52,-0.479891,0.459232,4.146851,14.930556,288
DE_LU-CH,ntc,52,-0.479891,0.459232,5.109919,24.305556,288
FR-BE,ntc,52,-0.479891,0.459232,-9.611137,44.791667,288
FR-CH,ntc,52,-0.479891,0.459232,-11.996508,40.277778,288
NL-BE,ntc,52,-0.479891,0.459232,2.916713,25.000000,288
AT-CH,ntc,52,-0.479891,0.459232,0.963068,21.527778,288
AT-CZ,ntc,52,-0.479891,0.459232,-8.440856,43.750000,288
CZ-PL,ntc,52,-0.479891,0.459232,-7.131382,51.041667,288
DE_LU-FR,ntc,53,-0.201312,0.690235,17.873132,62.152778,288
DE_LU-PL,ntc,53,-0.201312,0.690235,-10.812141,57.291667,288
DE_LU-CZ,ntc,53,-0.201312,0.690235,-3.875747,31.944444,288
DE_LU-NL,ntc,53,-0.201312,0.690235,4.600830,21.527778,288
DE_LU-BE,ntc,53,-0.201312,0.690235,7.615438,33.333333,288
DE_LU-AT,ntc,53,-0.201312,0.690235,4.041545,14.930556,288
DE_LU-CH,ntc,53,-0.201312,0.690235,5.267506,24.305556,288
FR-BE,ntc,53,-0.201312,0.690235,-10.257694,44.444444,288
FR-CH,ntc,53,-0.201312,0.690235,-12.605626,39.930556,288
NL-BE,ntc,53,-0.201312,0.690235,3.014608,25.000000,288
AT-CH,ntc,53,-0.201312,0.690235,1.225961,21.527778,288
AT-CZ,ntc,53,-0.201312,0.690235,-7.917292,42.361111,288
CZ-PL,ntc,53,-0.201312,0.690235,-6.936394,49.305556,288
DE_LU-FR,ntc,54,-0.206654,-0.474738,15.460930,59.375000,288
DE_LU-PL,ntc,54,-0.206654,-0.474738,-9.018964,52.777778,288
DE_LU-CZ,ntc,54,-0.206654,-0.474738,-3.053474,30.208333,288
DE_LU-NL,ntc,54,-0.206654,-0.474738,3.964832,20.833333,288
DE_LU-BE,ntc,54,-0.206654,-0.474738,6.497023,30.555556,288
DE_LU-AT,ntc,54,-0.206654,-0.474738,3.585544,13.888889,288
DE_LU-CH,ntc,54,-0.206654,-0.474738,4.462664,24.305556,288
FR-BE,ntc,54,-0.206654,-0.474738,-8.963907,42.708333,288
FR-CH,ntc,54,-0.206654,-0.474738,-10.998266,37.152778,288
NL-BE,ntc,54,-0.206654,-0.474738,2.532190,22.916667,288
AT-CH,ntc,54,-0.206654,-0.474738,0.877121,20.486111,288
AT-CZ,ntc,54,-0.206654,-0.474738,-6.639018,39.236111,288
CZ-PL,ntc,54,-0.206654,-0.474738,-5.965490,46.527778,288
DE_LU-FR,ntc,55,0.656936,-1.405683,15.011247,52.083333,288
DE_LU-PL,ntc,55,0.656936,-1.405683,-6.683988,45.138889,288
DE_LU-CZ,ntc,55,0.656936,-1.405683,-0.912412,25.347222,288
DE_LU-NL,ntc,55,0.656936,-1.405683,3.320273,17.361111,288
DE_LU-BE,ntc,55,0.656936,-1.405683,5.500091,26.736111,288
DE_LU-AT,ntc,55,0.656936,-1.405683,3.082876,11.111111,288
DE_LU-CH,ntc,55,0.656936,-1.405683,4.154587,22.916667,288
FR-BE,ntc,55,0.656936,-1.405683,-9.511156,37.500000,288
FR-CH,ntc,55,0.656936,-1.405683,-10.856660,30.902778,288
NL-BE,ntc,55,0.656936,-1.405683,2.179818,20.138889,288
AT-CH,ntc,55,0.656936,-1.405683,1.071711,18.402778,288
AT-CZ,ntc,55,0.656936,-1.405683,-3.995288,29.861111,288
CZ-PL,ntc,55,0.656936,-1.405683,-5.771576,38.541667,288
DE_LU-FR,ntc,56,0.102862,-1.652424,13.631765,53.125000,288
DE_LU-PL,ntc,56,0.102862,-1.652424,-7.004858,43.750000,288
DE_LU-CZ,ntc,56,0.102862,-1.652424,-1.589810,28.472222,288
DE_LU-NL,ntc,56,0.102862,-1.652424,3.300203,16.666667,288
DE_LU-BE,ntc,56,0.102862,-1.652424,5.439095,27.083333,288
DE_LU-AT,ntc,56,0.102862,-1.652424,3.110690,11.111111,288
DE_LU-CH,ntc,56,0.102862,-1.652424,3.771047,22.222222,288
FR-BE,ntc,56,0.102862,-1.652424,-8.192670,37.847222,288
FR-CH,ntc,56,0.102862,-1.652424,-9.860718,32.291667,288
NL-BE,ntc,56,0.102862,-1.652424,2.138893,21.875000,288
AT-CH,ntc,56,0.102862,-1.652424,0.660357,18.750000,288
AT-CZ,ntc,56,0.102862,-1.652424,-4.700500,34.375000,288
CZ-PL,ntc,56,0.102862,-1.652424,-5.415048,38.541667,288
DE_LU-FR,ntc,57,-0.935771,-0.427069,15.109216,64.583333,288
DE_LU-PL,ntc,57,-0.935771,-0.427069,-11.381298,64.583333,288
